coord,country,geoname,id,langs,name,stat,stations,zoom,latf,lngf,maxtf,mints,humidf,speedf,cloudf,sunrise,sunset,Daylight
"{'lon': -99.458893, 'lat': 19.27194}",MX,"{'cl': 'P', 'code': 'PPL', 'parent': 3523272}",3522445.0,,Ocoyoacac,"{'level': 1.0, 'population': 24647}","[{'id': 3998, 'dist': 44, 'kf': 1}, {'id': 4022, 'dist': 13, 'kf': 1}, {'id': 9582, 'dist': 31, 'kf': 1}]",11.0,19.27,-99.46,60.8,53.6,87,1.25,90,1563797438,1563844655,13.115833333333333
"{'lon': 15.16886, 'lat': 45.80397}",SI,"{'cl': 'P', 'code': 'PPL', 'parent': 3194350}",3194351.0,,Novo Mesto,"{'level': 1.0, 'population': 22417}","[{'id': 5881, 'dist': 31, 'kf': 1}, {'id': 9810, 'dist': 37, 'kf': 1}, {'id': 10030, 'dist': 43, 'kf': 1}, {'id': 10167, 'dist': 42, 'kf': 1}, {'id': 10577, 'dist': 24, 'kf': 1}, {'id': 10831, 'dist': 43, 'kf': 1}, {'id': 10988, 'dist': 3, 'kf': 1}, {'id': 27827, 'dist': 26, 'kf': 1}, {'id': 27990, 'dist': 7, 'kf': 1}, {'id': 34771, 'dist': 47, 'kf': 1}]",9.0,45.8,15.17,73.99,64.99,94,3.36,20,1563766225,1563820843,15.171666666666667
"{'lon': 76.633331, 'lat': 9.33333}",IN,"{'cl': 'P', 'code': 'PPL', 'parent': 1267254}",1274428.0,[{'link': 'http://en.wikipedia.org/wiki/Chengannur'}],Chengannur,"{'level': 1.0, 'population': 25043}","[{'id': 7837, 'dist': 99, 'kf': 1}]",12.0,9.32,76.61,79.75,79.75,85,7.85,100,1563756134,1563801443,12.585833333333333
"{'lon': -1.41987, 'lat': 38.239979}",ES,"{'cl': 'P', 'code': 'PPL', 'parent': 6359524}",2519425.0,,Cieza,"{'level': 1.0, 'population': 35200}","[{'id': 9243, 'dist': 49, 'kf': 1}, {'id': 30340, 'dist': 37, 'kf': 1}, {'id': 31469, 'dist': 38, 'kf': 1}, {'id': 31933, 'dist': 42, 'kf': 1}, {'id': 34983, 'dist': 36, 'kf': 1}]",9.0,38.24,-1.42,77.0,66.0,63,3.0,64,1563771558,1563823474,14.421111111111111
"{'lon': -106.48333, 'lat': 31.73333}",MX,"{'cl': 'P', 'code': 'PPL', 'parent': 4014336}",4013708.0,,Ciudad Juarez,"{'level': 1.0, 'population': 1512354}","[{'id': 2604, 'dist': 12, 'kf': 1}, {'id': 30126, 'dist': 21, 'kf': 1}, {'id': 31270, 'dist': 9, 'kf': 1}, {'id': 33590, 'dist': 21, 'kf': 1}, {'id': 34895, 'dist': 24, 'kf': 1}]",1.0,31.73,-106.48,89.6,86.0,22,14.99,75,1563797705,1563847757,13.903333333333334
"{'lon': 176.916672, 'lat': -39.48333}",NZ,"{'cl': 'P', 'code': 'PPLA', 'parent': 7910054}",2186313.0,"[{'link': 'http://en.wikipedia.org/wiki/Napier%2C_New_Zealand'}, {'ru': 'Ð\x9dÐµÐ¹Ð¿Ð¸Ñ\x80'}]",Napier,"{'level': 1.0, 'population': 56787}","[{'id': 34773, 'dist': 65, 'kf': 1}]",11.0,-39.49,176.92,50.0,50.0,99,1.7,0,1563737114,1563772312,9.777222222222223
"{'lon': -6.07232, 'lat': 37.373581}",ES,"{'cl': 'P', 'code': 'PPL', 'parent': 6360972}",2520833.0,,Bormujos,"{'level': 1.0, 'population': 18590}","[{'id': 5491, 'dist': 45, 'kf': 1}, {'id': 5511, 'dist': 16, 'kf': 1}, {'id': 7095, 'dist': 42, 'kf': 1}, {'id': 30017, 'dist': 7, 'kf': 1}, {'id': 30103, 'dist': 13, 'kf': 1}, {'id': 30812, 'dist': 5, 'kf': 1}, {'id': 31622, 'dist': 7, 'kf': 1}, {'id': 32272, 'dist': 4, 'kf': 1}]",14.0,37.37,-6.07,75.99,71.6,73,2.3,0,1563772808,1563824456,14.346666666666666
"{'lon': -83.683517, 'lat': 9.90467}",CR,"{'cl': 'P', 'code': 'PPL', 'parent': 3624368}",3621184.0,[{'ru': 'Ð¢Ñ\x83Ñ\x80Ñ\x80Ð¸Ð°Ð»Ñ\x8cÐ±Ð°'}],Turrialba,"{'level': 1.0, 'population': 28955}","[{'id': 9412, 'dist': 46, 'kf': 1}]",9.0,9.91,-83.68,73.0,68.0,100,3.36,75,1563794554,1563839964,12.613888888888889
"{'lon': 82.033333, 'lat': 19.066669}",IN,"{'cl': 'P', 'code': 'PPL', 'parent': 1444364}",1269578.0,[{'link': 'http://en.wikipedia.org/wiki/Jagdalpur'}],Jagdalpur,"{'level': 1.0, 'population': 76465}",,9.0,19.09,82.02,88.39,88.39,54,5.41,45,1563753890,1563801089,13.110833333333334
"{'lon': 2.89108, 'lat': 39.490929}",ES,"{'cl': 'P', 'code': 'PPLA3', 'parent': 6533952}",2514984.0,,Llucmajor,"{'level': 1.0, 'population': 36078}","[{'id': 5492, 'dist': 14, 'kf': 1}, {'id': 8854, 'dist': 20, 'kf': 1}, {'id': 9548, 'dist': 43, 'kf': 1}, {'id': 34710, 'dist': 33, 'kf': 1}]",10.0,39.49,2.89,79.0,73.4,73,2.24,0,1563770324,1563822639,14.531944444444445
"{'lon': -72.322479, 'lat': -35.967098}",CL,"{'cl': 'P', 'code': 'PPL', 'parent': 3880306}",3896105.0,"[{'link': 'http://en.wikipedia.org/wiki/Cauquenes'}, {'ru': 'Ð\x9aÐ°Ñ\x83ÐºÐµÐ½ÐµÑ\x81'}]",Cauquenes,"{'level': 1.0, 'population': 31362}","[{'id': 4641, 'dist': 72, 'kf': 1}, {'id': 10345, 'dist': 72, 'kf': 1}]",8.0,-35.97,-72.32,37.45,37.45,91,1.03,0,1563796396,1563832669,10.075833333333334
"{'lon': 14.86188, 'lat': 56.170601}",SE,"{'cl': 'P', 'code': 'PPLA2', 'parent': 2701725}",2701727.0,,Karlshamn,"{'level': 1.0, 'population': 18161}","[{'id': 5382, 'dist': 27, 'kf': 1}, {'id': 7433, 'dist': 48, 'kf': 1}, {'id': 8865, 'dist': 47, 'kf': 1}]",8.0,56.17,14.86,60.8,59.0,87,6.93,75,1563763486,1563823731,16.73472222222222
"{'lon': 139.283325, 'lat': 36.200001}",JP,"{'cl': 'P', 'code': 'PPL', 'parent': 1853226}",1864031.0,,Fukaya,"{'level': 1.0, 'population': 106595}","[{'id': 9994, 'dist': 42, 'kf': 1}]",11.0,36.2,139.28,78.01,73.0,88,3.36,90,1563738080,1563789413,14.259166666666667
"{'lon': 2.99194, 'lat': 36.53167}",DZ,"{'cl': 'P', 'code': 'PPL', 'parent': 2503765}",2502962.0,,Bouinan,"{'level': 1.0, 'population': 30271}","[{'id': 6194, 'dist': 26, 'kf': 1}]",11.0,36.53,2.99,71.6,71.6,88,4.7,40,1563770758,1563822157,14.2775
"{'lon': 8.30017, 'lat': 51.84967}",DE,"{'cl': 'P', 'code': 'PPL', 'parent': 2861876}",2847690.0,,Rheda-Wiedenbruck,"{'level': 1.0, 'population': 46123}","[{'id': 4910, 'dist': 34, 'kf': 1}, {'id': 4997, 'dist': 7, 'kf': 1}, {'id': 8704, 'dist': 46, 'kf': 1}, {'id': 9525, 'dist': 41, 'kf': 1}, {'id': 28002, 'dist': 39, 'kf': 1}, {'id': 28269, 'dist': 48, 'kf': 1}, {'id': 33978, 'dist': 40, 'kf': 1}, {'id': 35276, 'dist': 34, 'kf': 1}]",9.0,51.85,8.3,66.0,59.0,72,9.17,0,1563766433,1563823933,15.972222222222221
"{'lon': 85.183327, 'lat': 45.633331}",CN,"{'cl': 'P', 'code': 'PPLA4', 'parent': 1529047}",1529626.0,[{'link': 'http://en.wikipedia.org/wiki/Baijiantan_District'}],Baijiantan,"{'level': 1.0, 'population': 93697}",,7.0,45.63,85.18,88.39,88.39,19,20.6,3,1563749445,1563804017,15.158888888888889
"{'lon': -98.390327, 'lat': 34.608688}",US,"{'cl': 'P', 'code': 'PPLA2', 'parent': 4533932}",4540737.0,,Lawton,"{'level': 1.0, 'population': 96867}","[{'id': 2227, 'dist': 42, 'kf': 1}, {'id': 2232, 'dist': 4, 'kf': 1}, {'id': 2242, 'dist': 5, 'kf': 1}, {'id': 27807, 'dist': 43, 'kf': 1}]",8.0,34.61,-98.39,84.2,79.0,62,6.93,1,1563795377,1563846202,14.118055555555555
"{'lon': -73.334053, 'lat': 9.56228}",CO,"{'cl': 'P', 'code': 'PPL', 'parent': 3686880}",3678674.0,,La Jagua de Ibirico,"{'level': 1.0, 'population': 18555}","[{'id': 4284, 'dist': 98, 'kf': 1}]",9.0,9.56,-73.33,75.97,75.97,77,0.94,4,1563792102,1563837448,12.596111111111112
"{'lon': 78.050003, 'lat': 29.76667}",IN,"{'cl': 'P', 'code': 'PPL', 'parent': 1444366}",1265208.0,[{'link': 'http://en.wikipedia.org/wiki/Laksar'}],Laksar,"{'level': 1.0, 'population': 19270}",,10.0,29.75,78.02,89.6,89.6,62,4.7,40,1563753658,1563803242,13.773333333333333
"{'lon': -88.197563, 'lat': 17.499519}",BZ,"{'cl': 'P', 'code': 'PPLA', 'parent': 3582676}",3582677.0,"[{'da': 'Belize City'}, {'de': 'Belize City'}, {'en': 'Belize City'}, {'es': 'Ciudad de Belice'}, {'fi': 'Belize City'}, {'fr': 'Belize City'}, {'it': 'Belize'}, {'ja': 'ã\x83\x99ã\x83ªã\x83¼ã\x82ºã\x82·ã\x83\x86ã\x82£'}, {'link': 'http://en.wikipedia.org/wiki/Belize_City'}, {'lt': 'Belizas'}, {'nl': 'Belize City'}, {'pl': 'Belize City'}, {'pt': 'Belize'}, {'sk': 'Belize City'}, {'sv': 'Belize City'}, {'sw': 'Belize City'}]",Belize City,"{'level': 1.0, 'population': 61461}","[{'id': 7980, 'dist': 35, 'kf': 1}]",8.0,17.5,-88.2,78.01,78.01,100,3.44,59,1563794913,1563841774,13.016944444444444
"{'lon': 8.06667, 'lat': 51.116669}",DE,"{'cl': 'P', 'code': 'PPL', 'parent': 2861876}",2878784.0,,Lennestadt,"{'level': 1.0, 'population': 28102}","[{'id': 4900, 'dist': 45, 'kf': 1}, {'id': 10008, 'dist': 0, 'kf': 1}, {'id': 10134, 'dist': 31, 'kf': 1}]",10.0,51.12,8.06,64.99,57.0,67,4.7,0,1563766689,1563823792,15.861944444444445
"{'lon': 34.976521, 'lat': 47.381691}",UA,"{'cl': 'P', 'code': 'PPL', 'parent': 687699}",709960.0,"[{'link': 'http://en.wikipedia.org/wiki/Dniprorudne'}, {'ru': 'Ð\x94Ð½Ñ\x96Ð¿Ñ\x80Ð¾Ñ\x80Ñ\x83Ð´Ð½Ðµ'}, {'uk': 'Ð\x94Ð½Ñ\x96Ð¿Ñ\x80Ð¾Ñ\x80Ñ\x83Ð´Ð½Ðµ'}]",Dniprorudne,"{'level': 1.0, 'population': 20271}","[{'id': 7352, 'dist': 60, 'kf': 1}]",9.0,47.39,35.0,80.6,80.6,47,2.24,0,1563761123,1563816427,15.362222222222222
"{'lon': -74.211952, 'lat': 4.71638}",CO,"{'cl': 'P', 'code': 'PPL', 'parent': 3685413}",3682281.0,,Funza,"{'level': 1.0, 'population': 54421}","[{'id': 4285, 'dist': 90, 'kf': 1}, {'id': 33212, 'dist': 19, 'kf': 1}]",10.0,4.72,-74.21,53.6,53.6,87,4.7,75,1563792753,1563837219,12.351666666666667
"{'lon': -48.775002, 'lat': -22.351669}",BR,"{'cl': 'P', 'code': 'PPL', 'parent': 3448433}",3454620.0,,Pederneiras,"{'level': 1.0, 'population': 38020}","[{'id': 4464, 'dist': 28, 'kf': 1}]",10.0,-22.35,-48.78,66.2,61.0,68,6.93,0,1563789151,1563828615,10.962222222222222
"{'lon': 47.890781, 'lat': 56.638771}",RU,"{'cl': 'P', 'code': 'PPLA', 'parent': 529352}",466806.0,,Yoshkar-Ola,"{'level': 1.0, 'population': 279100}","[{'id': 7337, 'dist': 69, 'kf': 1}]",8.0,56.63,47.9,60.8,60.8,93,8.95,75,1563755376,1563815981,16.834722222222222
"{'lon': 75.982841, 'lat': 55.21904}",RU,"{'cl': 'P', 'code': 'PPL', 'parent': 1496745}",1490003.0,"[{'en': 'Tatarsk'}, {'link': 'http://en.wikipedia.org/wiki/Tatarsk'}, {'no': 'Tatarsk'}, {'ru': 'Ð¢Ð\x90Ð¢Ð\x90Ð\xa0Ð¡Ð\x9a'}]",Tatarsk,"{'level': 1.0, 'population': 25150}",,7.0,55.22,75.96,72.55,72.55,49,8.41,0,1563749141,1563808747,16.557222222222222
"{'lon': 6.47639, 'lat': 52.7225}",NL,"{'cl': 'P', 'code': 'PPL', 'parent': 2753718}",2753719.0,"[{'de': 'Hoogeveen'}, {'en': 'Hoogeveen'}, {'eo': 'Hoogeveen'}, {'fr': 'Hoogeveen'}, {'fy': 'Hoogeveen'}, {'hu': 'Hoogeveen'}, {'id': 'Hoogeveen'}, {'it': 'Hoogeveen'}, {'link': 'http://en.wikipedia.org/wiki/Hoogeveen'}, {'nl': 'Hoogeveen'}, {'pl': 'Hoogeveen'}, {'pt': 'Hoogeveen'}, {'ro': 'Hoogeveen'}, {'ru': 'Ð¥Ð¾Ð¾Ð³ÐµÐ²ÐµÐµÐ½'}, {'sv': 'Hoogeveen'}]",Hoogeveen,"{'level': 1.0, 'population': 38754}","[{'id': 5209, 'dist': 44, 'kf': 1}, {'id': 30194, 'dist': 40, 'kf': 1}, {'id': 31445, 'dist': 22, 'kf': 1}, {'id': 32400, 'dist': 49, 'kf': 1}, {'id': 32492, 'dist': 39, 'kf': 1}, {'id': 33824, 'dist': 8, 'kf': 1}, {'id': 34061, 'dist': 33, 'kf': 1}]",10.0,52.72,6.48,64.99,60.01,67,8.05,100,1563766623,1563824617,16.109444444444446
"{'lon': 11.65598, 'lat': 46.715031}",IT,"{'cl': 'P', 'code': 'PPLA3', 'parent': 6535887}",3181550.0,,Bressanone,"{'level': 1.0, 'population': 18359}","[{'id': 5812, 'dist': 37, 'kf': 1}, {'id': 5869, 'dist': 48, 'kf': 1}, {'id': 10218, 'dist': 41, 'kf': 1}, {'id': 10618, 'dist': 35, 'kf': 1}, {'id': 30505, 'dist': 40, 'kf': 1}, {'id': 31458, 'dist': 43, 'kf': 1}, {'id': 33837, 'dist': 47, 'kf': 1}, {'id': 33919, 'dist': 43, 'kf': 1}, {'id': 34883, 'dist': 28, 'kf': 1}, {'id': 35328, 'dist': 38, 'kf': 1}, {'id': 35367, 'dist': 44, 'kf': 1}, {'id': 35549, 'dist': 44, 'kf': 1}]",9.0,46.72,11.66,64.0,55.4,88,3.36,75,1563766875,1563821879,15.278888888888888
"{'lon': 72.847939, 'lat': 19.01441}",IN,"{'cl': 'P', 'code': 'PPLA', 'parent': 1264418}",1275339.0,,Mumbai,"{'level': 1.0, 'population': 1000000}",,1.0,19.01,72.85,87.8,86.0,79,10.29,75,1563756100,1563803281,13.105833333333333
"{'lon': 48.289871, 'lat': 42.067799}",RU,"{'cl': 'P', 'code': 'PPL', 'parent': 567293}",566532.0,,Derbent,"{'level': 1.0, 'population': 105965}","[{'id': 7297, 'dist': 98, 'kf': 1}]",7.0,42.06,48.29,81.19,81.19,46,6.08,33,1563758986,1563812185,14.7775
"{'lon': -35.490002, 'lat': -6.85472}",BR,"{'cl': 'P', 'code': 'PPL', 'parent': 3393098}",3398570.0,,Guarabira,"{'level': 1.0, 'population': 43749}","[{'id': 4516, 'dist': 68, 'kf': 1}, {'id': 4520, 'dist': 65, 'kf': 1}, {'id': 7505, 'dist': 82, 'kf': 1}]",9.0,-6.85,-35.49,71.6,64.4,100,3.36,40,1563784490,1563826896,11.779444444444444
"{'lon': -96.925301, 'lat': 35.32729}",US,"{'cl': 'P', 'code': 'PPLA2', 'parent': 4548371}",4551177.0,,Shawnee,"{'level': 1.0, 'population': 29857}","[{'id': 2222, 'dist': 41, 'kf': 1}, {'id': 2256, 'dist': 3, 'kf': 1}, {'id': 2260, 'dist': 43, 'kf': 1}, {'id': 31976, 'dist': 30, 'kf': 1}]",8.0,35.33,-96.93,84.2,79.0,65,5.82,75,1563794925,1563845953,14.174444444444445
"{'lon': -103.0, 'lat': 22.65}",MX,"{'cl': 'P', 'code': 'PPL', 'parent': 3979840}",4004024.0,"[{'link': 'http://en.wikipedia.org/wiki/Jerez_de_Garc%C3%ADa_Salinas'}, {'ru': 'Ð¥ÐµÑ\x80ÐµÑ\x81-Ð´Ðµ-Ð\x93Ð°Ñ\x80Ñ\x81Ð¸Ñ\x8f-Ð¡Ð°Ð»Ð¸Ð½Ð°Ñ\x81'}]",Jerez de Garcia Salinas,"{'level': 1.0, 'population': 37835}","[{'id': 4030, 'dist': 42, 'kf': 1}]",9.0,22.65,-103.0,60.8,60.8,72,4.7,40,1563797935,1563845857,13.311666666666667
"{'lon': -97.396378, 'lat': 27.800579}",US,"{'cl': 'P', 'code': 'PPLA2', 'parent': 4715635}",4683416.0,"[{'ca': 'Corpus Christi'}, {'de': 'Corpus Christi'}, {'en': 'Corpus Christi'}, {'eo': 'Corpus Christi'}, {'es': 'Corpus Christi'}, {'et': 'Corpus Christi'}, {'fr': 'Corpus Christi'}, {'ja': 'ã\x82³ã\x83¼ã\x83\x91ã\x82¹ã\x82¯ã\x83ªã\x82¹ã\x83\x86ã\x82£'}, {'la': 'Corpus Christi'}, {'link': 'http://en.wikipedia.org/wiki/Corpus_Christi%2C_Texas'}, {'nl': 'Corpus Christi'}, {'pl': 'Corpus Christi'}, {'post': '78467'}, {'pt': 'Corpus Christi'}, {'ru': 'Ð\x9aÐ¾Ñ\x80Ð¿Ñ\x83Ñ\x81-Ð\x9aÑ\x80Ð¸Ñ\x81Ñ\x82Ð¸'}, {'sk': 'Corpus Christi'}, {'sv': 'Corpus Christi'}]",Corpus Christi,"{'level': 1.0, 'population': 305215}","[{'id': 2562, 'dist': 47, 'kf': 1}, {'id': 2586, 'dist': 10, 'kf': 1}, {'id': 2587, 'dist': 16, 'kf': 1}, {'id': 2648, 'dist': 38, 'kf': 1}, {'id': 2703, 'dist': 48, 'kf': 1}, {'id': 2708, 'dist': 36, 'kf': 1}, {'id': 2709, 'dist': 47, 'kf': 1}, {'id': 9585, 'dist': 27, 'kf': 1}, {'id': 10018, 'dist': 18, 'kf': 1}, {'id': 30114, 'dist': 27, 'kf': 1}, {'id': 30312, 'dist': 19, 'kf': 1}, {'id': 31383, 'dist': 19, 'kf': 1}, {'id': 32833, 'dist': 16, 'kf': 1}, {'id': 33216, 'dist': 21, 'kf': 1}, {'id': 33532, 'dist': 28, 'kf': 1}, {'id': 35416, 'dist': 27, 'kf': 1}]",7.0,27.8,-97.4,84.2,80.01,88,12.75,40,1563796011,1563845093,13.633888888888889
"{'lon': -118.399521, 'lat': 33.86224}",US,"{'cl': 'P', 'code': 'PPL', 'parent': 5368381}",5356521.0,"[{'link': 'http://en.wikipedia.org/wiki/Hermosa_Beach%2C_California'}, {'post': '90254'}]",Hermosa Beach,"{'level': 1.0, 'population': 19506}","[{'id': 396, 'dist': 8, 'kf': 1}, {'id': 413, 'dist': 8, 'kf': 1}, {'id': 490, 'dist': 18, 'kf': 1}, {'id': 3776, 'dist': 17, 'kf': 1}, {'id': 8683, 'dist': 8, 'kf': 1}, {'id': 28779, 'dist': 1, 'kf': 1}, {'id': 28919, 'dist': 8, 'kf': 1}, {'id': 29364, 'dist': 0, 'kf': 1}, {'id': 29694, 'dist': 9, 'kf': 1}, {'id': 30318, 'dist': 14, 'kf': 1}, {'id': 33231, 'dist': 10, 'kf': 1}, {'id': 33350, 'dist': 15, 'kf': 1}, {'id': 33492, 'dist': 16, 'kf': 1}, {'id': 34068, 'dist': 12, 'kf': 1}, {'id': 34462, 'dist': 11, 'kf': 1}, {'id': 34668, 'dist': 6, 'kf': 1}, {'id': 34676, 'dist': 9, 'kf': 1}, {'id': 35343, 'dist': 12, 'kf': 1}, {'id': 35962, 'dist': 16, 'kf': 1}, {'id': 36107, 'dist': 12, 'kf': 1}]",14.0,33.86,-118.4,71.01,62.01,88,6.93,75,1563713844,1563764534,14.080555555555556
"{'lon': 18.32596, 'lat': 49.124939}",SK,"{'cl': 'P', 'code': 'PPL', 'parent': 3343956}",3057963.0,"[{'cs': 'PÃºchov'}, {'de': 'PÃºchov'}, {'en': 'PÃºchov'}, {'hu': 'PuhÃ³'}, {'link': 'http://en.wikipedia.org/wiki/P%C3%BAchov'}, {'ro': 'PÃºchov'}, {'ru': 'Ð\x9fÑ\x83Ñ\x85Ð¾Ð²'}, {'sk': 'PÃºchov'}, {'sl': 'PÃºchov'}]",Puchov,"{'level': 1.0, 'population': 18833}","[{'id': 5912, 'dist': 23, 'kf': 1}, {'id': 9480, 'dist': 43, 'kf': 1}, {'id': 10153, 'dist': 46, 'kf': 1}, {'id': 10318, 'dist': 48, 'kf': 1}, {'id': 28852, 'dist': 27, 'kf': 1}, {'id': 33717, 'dist': 20, 'kf': 1}, {'id': 35052, 'dist': 46, 'kf': 1}]",11.0,49.12,18.33,64.4,60.8,93,3.36,90,1563764728,1563820823,15.581944444444444
"{'lon': 138.154282, 'lat': 35.9944}",JP,"{'cl': 'P', 'code': 'PPL', 'parent': 1856210}",1864557.0,[{'link': 'http://en.wikipedia.org/wiki/Chino%2C_Nagano'}],Chino,"{'level': 1.0, 'population': 56567}","[{'id': 7506, 'dist': 28, 'kf': 1}, {'id': 8539, 'dist': 27, 'kf': 1}]",10.0,35.99,138.16,73.99,71.6,94,8.05,75,1563738380,1563789651,14.241944444444444
"{'lon': 19.391939, 'lat': 45.250832}",RS,"{'cl': 'P', 'code': 'PPL', 'parent': 3204673}",3204674.0,,Backa Palanka,"{'level': 1.0, 'population': 29449}","[{'id': 5455, 'dist': 50, 'kf': 1}, {'id': 5969, 'dist': 86, 'kf': 1}, {'id': 5970, 'dist': 76, 'kf': 1}, {'id': 34155, 'dist': 96, 'kf': 1}]",9.0,45.25,19.4,69.8,69.8,77,9.17,0,1563765321,1563819717,15.11
"{'lon': -101.184433, 'lat': 19.700781}",MX,"{'cl': 'P', 'code': 'PPLA', 'parent': 3995955}",3995402.0,"[{'ca': 'Morelia'}, {'de': 'Morelia'}, {'en': 'Morelia'}, {'es': 'Morelia'}, {'fr': 'Morelia'}, {'nl': 'Morelia'}, {'no': 'Morelia'}, {'pl': 'Morelia'}, {'pt': 'Morelia'}, {'ru': 'Ð\x9cÐ¾Ñ\x80ÐµÐ»Ð¸Ñ\x8f'}, {'sv': 'Morelia'}, {'vi': 'Morelia'}, {'zh': 'è\x8e«é\x9b·å\x88©äº\x9a'}]",Morelia,"{'level': 1.0, 'population': 592797}","[{'id': 4003, 'dist': 23, 'kf': 1}]",7.0,19.7,-101.19,59.0,59.0,100,2.59,90,1563797809,1563845114,13.140277777777778
"{'lon': -2.68166, 'lat': 53.467232}",GB,"{'cl': 'P', 'code': 'PPL', 'parent': 3333201}",2647265.0,[{'link': 'http://en.wikipedia.org/wiki/Haydock'}],Haydock,"{'level': 1.0, 'population': 17333}","[{'id': 5060, 'dist': 30, 'kf': 1}, {'id': 5077, 'dist': 18, 'kf': 1}, {'id': 5102, 'dist': 37, 'kf': 1}, {'id': 5113, 'dist': 26, 'kf': 1}, {'id': 9014, 'dist': 26, 'kf': 1}, {'id': 9229, 'dist': 19, 'kf': 1}, {'id': 9337, 'dist': 44, 'kf': 1}, {'id': 9979, 'dist': 33, 'kf': 1}, {'id': 27692, 'dist': 30, 'kf': 1}, {'id': 30043, 'dist': 18, 'kf': 1}, {'id': 30044, 'dist': 17, 'kf': 1}, {'id': 31391, 'dist': 35, 'kf': 1}, {'id': 33758, 'dist': 32, 'kf': 1}, {'id': 34400, 'dist': 36, 'kf': 1}, {'id': 34772, 'dist': 34, 'kf': 1}, {'id': 35252, 'dist': 9, 'kf': 1}, {'id': 35639, 'dist': 10, 'kf': 1}, {'id': 35679, 'dist': 25, 'kf': 1}, {'id': 36104, 'dist': 7, 'kf': 1}]",13.0,53.47,-2.66,70.0,64.0,83,18.34,75,1563768595,1563827032,16.2325
"{'lon': -81.339546, 'lat': 41.666161}",US,"{'cl': 'P', 'code': 'PPL', 'parent': 5160090}",5162645.0,"[{'link': 'http://en.wikipedia.org/wiki/Mentor%2C_Ohio'}, {'post': '44060'}]",Mentor,"{'level': 1.0, 'population': 47159}","[{'id': 2166, 'dist': 32, 'kf': 1}, {'id': 5597, 'dist': 12, 'kf': 1}, {'id': 27695, 'dist': 28, 'kf': 1}, {'id': 28888, 'dist': 6, 'kf': 1}, {'id': 29629, 'dist': 41, 'kf': 1}, {'id': 30617, 'dist': 49, 'kf': 1}, {'id': 31326, 'dist': 33, 'kf': 1}, {'id': 31841, 'dist': 38, 'kf': 1}, {'id': 32245, 'dist': 43, 'kf': 1}, {'id': 32491, 'dist': 4, 'kf': 1}, {'id': 32581, 'dist': 44, 'kf': 1}, {'id': 33533, 'dist': 6, 'kf': 1}, {'id': 33670, 'dist': 27, 'kf': 1}, {'id': 34071, 'dist': 16, 'kf': 1}, {'id': 35008, 'dist': 49, 'kf': 1}, {'id': 35490, 'dist': 40, 'kf': 1}]",11.0,41.67,-81.34,71.01,64.4,88,12.37,40,1563790185,1563843210,14.729166666666666
"{'lon': -2.35, 'lat': 53.5}",GB,"{'cl': 'P', 'code': 'PPL', 'parent': 3333190}",2636373.0,,Swinton,"{'level': 1.0, 'population': 20000}","[{'id': 5060, 'dist': 17, 'kf': 1}, {'id': 5077, 'dist': 38, 'kf': 1}, {'id': 9014, 'dist': 8, 'kf': 1}, {'id': 9229, 'dist': 7, 'kf': 1}, {'id': 9337, 'dist': 46, 'kf': 1}, {'id': 10894, 'dist': 40, 'kf': 1}, {'id': 28022, 'dist': 28, 'kf': 1}, {'id': 30043, 'dist': 6, 'kf': 1}, {'id': 30044, 'dist': 37, 'kf': 1}, {'id': 31391, 'dist': 40, 'kf': 1}, {'id': 33258, 'dist': 38, 'kf': 1}, {'id': 34013, 'dist': 22, 'kf': 1}, {'id': 34772, 'dist': 18, 'kf': 1}, {'id': 35252, 'dist': 27, 'kf': 1}, {'id': 35639, 'dist': 13, 'kf': 1}, {'id': 36104, 'dist': 29, 'kf': 1}]",13.0,53.51,-2.34,70.0,64.0,82,13.87,40,1563768506,1563826967,16.239166666666666
"{'lon': -80.576447, 'lat': 37.13179}",US,"{'cl': 'P', 'code': 'PPL', 'parent': 4780851}",4780837.0,"[{'link': 'http://en.wikipedia.org/wiki/Radford%2C_Virginia'}, {'post': '24141'}]",Radford,"{'level': 1.0, 'population': 16408}","[{'id': 2838, 'dist': 17, 'kf': 1}, {'id': 2844, 'dist': 9, 'kf': 1}, {'id': 10482, 'dist': 39, 'kf': 1}, {'id': 10706, 'dist': 20, 'kf': 1}, {'id': 28555, 'dist': 18, 'kf': 1}, {'id': 28635, 'dist': 49, 'kf': 1}, {'id': 29019, 'dist': 19, 'kf': 1}, {'id': 29259, 'dist': 20, 'kf': 1}, {'id': 29952, 'dist': 19, 'kf': 1}, {'id': 30346, 'dist': 22, 'kf': 1}, {'id': 30703, 'dist': 29, 'kf': 1}, {'id': 33120, 'dist': 34, 'kf': 1}, {'id': 33248, 'dist': 11, 'kf': 1}, {'id': 33496, 'dist': 18, 'kf': 1}, {'id': 33686, 'dist': 15, 'kf': 1}, {'id': 34127, 'dist': 49, 'kf': 1}, {'id': 35762, 'dist': 29, 'kf': 1}]",10.0,37.13,-80.58,72.0,66.99,100,4.61,75,1563790736,1563842294,14.321666666666667
"{'lon': 95.75, 'lat': 17.783331}",MM,"{'cl': 'P', 'code': 'PPL', 'parent': 1300463}",1314042.0,,Letpandan,"{'level': 1.0, 'population': 38936}",,11.0,17.78,95.75,79.93,79.93,85,10.4,100,1563750727,1563797662,13.0375
